Year,Month,Day,Daily global solar exposure (MJ/m*m),Station
1997,02,18,28.9,Arkaroola
1997,02,19,28.1,Arkaroola
1997,02,20,27.9,Arkaroola
1997,02,21,27.9,Arkaroola
1997,02,22,27.9,Arkaroola
1997,02,23,27.6,Arkaroola
1997,02,24,27.2,Arkaroola
1997,02,25,27.8,Arkaroola
1997,02,26,28.2,Arkaroola
1997,02,27,28.2,Arkaroola
1997,02,28,28.5,Arkaroola
1997,03,01,28.9,Arkaroola
1997,03,02,28.8,Arkaroola
1997,03,03,28.5,Arkaroola
1997,03,04,27.7,Arkaroola
1997,03,05,26,Arkaroola
1997,03,06,6.4,Arkaroola
1997,03,07,26.6,Arkaroola
1997,03,08,26.5,Arkaroola
1997,03,09,27.5,Arkaroola
1997,03,10,26.9,Arkaroola
1997,03,11,27.1,Arkaroola
1997,03,12,24.2,Arkaroola
1997,03,13,24.3,Arkaroola
1997,03,14,26,Arkaroola
1997,03,15,26.4,Arkaroola
1997,03,16,26.1,Arkaroola
1997,03,17,25.6,Arkaroola
1997,03,18,25.3,Arkaroola
1997,03,19,25.1,Arkaroola
1997,03,20,24.7,Arkaroola
1997,03,21,24.3,Arkaroola
1997,03,22,24.7,Arkaroola
1997,03,23,24.9,Arkaroola
1997,03,24,24.4,Arkaroola
1997,03,25,23.8,Arkaroola
1997,03,26,24,Arkaroola
1997,03,27,22.8,Arkaroola
1997,03,28,22.9,Arkaroola
1997,03,29,22.1,Arkaroola
1997,03,30,21.2,Arkaroola
1997,03,31,22.5,Arkaroola
1997,04,01,12.7,Arkaroola
1997,04,02,20.5,Arkaroola
1997,04,03,22.4,Arkaroola
1997,04,04,23,Arkaroola
1997,04,05,22.1,Arkaroola
1997,04,06,20.8,Arkaroola
1997,04,07,17.5,Arkaroola
1997,04,08,20.8,Arkaroola
1997,04,09,21,Arkaroola
1997,04,10,21.8,Arkaroola
1997,04,11,21.9,Arkaroola
1997,04,12,20.8,Arkaroola
1997,04,13,20.7,Arkaroola
1997,04,14,20.2,Arkaroola
1997,04,15,20.4,Arkaroola
1997,04,16,19.3,Arkaroola
1997,04,17,19.7,Arkaroola
1997,04,18,16.8,Arkaroola
1997,04,19,18,Arkaroola
1997,04,20,18.6,Arkaroola
1997,04,21,18,Arkaroola
1997,04,22,16.6,Arkaroola
1997,04,23,18.4,Arkaroola
1997,04,24,16.5,Arkaroola
1997,04,25,17.3,Arkaroola
1997,04,26,18.4,Arkaroola
1997,04,27,18.2,Arkaroola
1997,04,28,15,Arkaroola
1997,04,29,17.2,Arkaroola
1997,04,30,14.3,Arkaroola
1997,05,01,15.1,Arkaroola
1997,05,02,12.2,Arkaroola
1997,05,03,14,Arkaroola
1997,05,04,11.8,Arkaroola
1997,05,05,13.7,Arkaroola
1997,05,06,1.9,Arkaroola
1997,05,07,15.1,Arkaroola
1997,05,08,16.6,Arkaroola
1997,05,09,12.9,Arkaroola
1997,05,10,16.3,Arkaroola
1997,05,11,16,Arkaroola
1997,05,12,11.9,Arkaroola
1997,05,13,10.4,Arkaroola
1997,05,14,6.5,Arkaroola
1997,05,15,4.9,Arkaroola
1997,05,16,NA,Arkaroola
1997,05,17,11.2,Arkaroola
1997,05,18,14.1,Arkaroola
1997,05,19,8.3,Arkaroola
1997,05,20,NA,Arkaroola
1997,05,21,11.5,Arkaroola
1997,05,22,14,Arkaroola
1997,05,23,2.8,Arkaroola
1997,05,24,12.4,Arkaroola
1997,05,25,13.8,Arkaroola
1997,05,26,8.8,Arkaroola
1997,05,27,11.9,Arkaroola
1997,05,28,NA,Arkaroola
1997,05,29,13.2,Arkaroola
1997,05,30,NA,Arkaroola
1997,05,31,13.7,Arkaroola
1997,06,01,12.3,Arkaroola
1997,06,02,4.6,Arkaroola
1997,06,03,11.8,Arkaroola
1997,06,04,12.1,Arkaroola
1997,06,05,13.3,Arkaroola
1997,06,06,13.4,Arkaroola
1997,06,07,13.6,Arkaroola
1997,06,08,13.3,Arkaroola
1997,06,09,13.3,Arkaroola
1997,06,10,10.6,Arkaroola
1997,06,11,9.5,Arkaroola
1997,06,12,2.2,Arkaroola
1997,06,13,11.8,Arkaroola
1997,06,14,11.7,Arkaroola
1997,06,15,8.9,Arkaroola
1997,06,16,13.2,Arkaroola
1997,06,17,12.9,Arkaroola
1997,06,18,11.1,Arkaroola
1997,06,19,13,Arkaroola
1997,06,20,NA,Arkaroola
1997,06,21,7.7,Arkaroola
1997,06,22,12.9,Arkaroola
1997,06,23,13.1,Arkaroola
1997,06,24,13,Arkaroola
1997,06,25,11.6,Arkaroola
1997,06,26,NA,Arkaroola
1997,06,27,11.8,Arkaroola
1997,06,28,10.7,Arkaroola
1997,06,29,12,Arkaroola
1997,06,30,6.7,Arkaroola
1997,07,01,7,Arkaroola
1997,07,02,8.5,Arkaroola
1997,07,03,12.6,Arkaroola
1997,07,04,8.4,Arkaroola
1997,07,05,13.5,Arkaroola
1997,07,06,13.6,Arkaroola
1997,07,07,13.3,Arkaroola
1997,07,08,12.7,Arkaroola
1997,07,09,13.7,Arkaroola
1997,07,10,13.4,Arkaroola
1997,07,11,13.4,Arkaroola
1997,07,12,14,Arkaroola
1997,07,13,13.8,Arkaroola
1997,07,14,11.5,Arkaroola
1997,07,15,12.8,Arkaroola
1997,07,16,13.2,Arkaroola
1997,07,17,9.1,Arkaroola
1997,07,18,12.3,Arkaroola
1997,07,19,14,Arkaroola
1997,07,20,14.5,Arkaroola
1997,07,21,14.6,Arkaroola
1997,07,22,14.8,Arkaroola
1997,07,23,NA,Arkaroola
1997,07,24,14.7,Arkaroola
1997,07,25,9,Arkaroola
1997,07,26,12.9,Arkaroola
1997,07,27,15.2,Arkaroola
1997,07,28,15.2,Arkaroola
1997,07,29,12.6,Arkaroola
1997,07,30,15.6,Arkaroola
1997,07,31,15.7,Arkaroola
1997,08,01,16,Arkaroola
1997,08,02,14.3,Arkaroola
1997,08,03,11.2,Arkaroola
1997,08,04,16.3,Arkaroola
1997,08,05,14.3,Arkaroola
1997,08,06,4.5,Arkaroola
1997,08,07,14.4,Arkaroola
1997,08,08,15.4,Arkaroola
1997,08,09,14.9,Arkaroola
1997,08,10,16.3,Arkaroola
1997,08,11,9.7,Arkaroola
1997,08,12,NA,Arkaroola
1997,08,13,17.5,Arkaroola
1997,08,14,17.8,Arkaroola
1997,08,15,18.3,Arkaroola
1997,08,16,17.5,Arkaroola
1997,08,17,9.2,Arkaroola
1997,08,18,13.2,Arkaroola
1997,08,19,5.6,Arkaroola
1997,08,20,NA,Arkaroola
1997,08,21,19.4,Arkaroola
1997,08,22,19.8,Arkaroola
1997,08,23,18.9,Arkaroola
1997,08,24,19.8,Arkaroola
1997,08,25,15,Arkaroola
1997,08,26,19.8,Arkaroola
1997,08,27,16.5,Arkaroola
1997,08,28,19.7,Arkaroola
1997,08,29,12.3,Arkaroola
1997,08,30,16.6,Arkaroola
1997,08,31,5,Arkaroola
1997,09,01,6.5,Arkaroola
1997,09,02,19.1,Arkaroola
1997,09,03,15.6,Arkaroola
1997,09,04,20.6,Arkaroola
1997,09,05,20.9,Arkaroola
1997,09,06,20.2,Arkaroola
1997,09,07,20.6,Arkaroola
1997,09,08,20.1,Arkaroola
1997,09,09,21.4,Arkaroola
1997,09,10,16.8,Arkaroola
1997,09,11,21.7,Arkaroola
1997,09,12,21.5,Arkaroola
1997,09,13,20.9,Arkaroola
1997,09,14,15.2,Arkaroola
1997,09,15,22.4,Arkaroola
1997,09,16,16.6,Arkaroola
1997,09,17,9.2,Arkaroola
1997,09,18,4.5,Arkaroola
1997,09,19,21.4,Arkaroola
1997,09,20,20,Arkaroola
1997,09,21,19.1,Arkaroola
1997,09,22,19.7,Arkaroola
1997,09,23,14,Arkaroola
1997,09,24,24.4,Arkaroola
1997,09,25,20.8,Arkaroola
1997,09,26,25.3,Arkaroola
1997,09,27,15.5,Arkaroola
1997,09,28,25.3,Arkaroola
1997,09,29,25.8,Arkaroola
1997,09,30,25.9,Arkaroola
1997,10,01,25.5,Arkaroola
1997,10,02,24,Arkaroola
1997,10,03,19.6,Arkaroola
1997,10,04,14.2,Arkaroola
1997,10,05,24.2,Arkaroola
1997,10,06,18.3,Arkaroola
1997,10,07,26.1,Arkaroola
1997,10,08,24.8,Arkaroola
1997,10,09,27.1,Arkaroola
1997,10,10,20.4,Arkaroola
1997,10,11,27.3,Arkaroola
1997,10,12,27.9,Arkaroola
1997,10,13,28.3,Arkaroola
1997,10,14,28.4,Arkaroola
1997,10,15,28.4,Arkaroola
1997,10,16,27.3,Arkaroola
1997,10,17,14.4,Arkaroola
1997,10,18,12.5,Arkaroola
1997,10,19,29.2,Arkaroola
1997,10,20,29.5,Arkaroola
1997,10,21,29.4,Arkaroola
1997,10,22,29.7,Arkaroola
1997,10,23,29.8,Arkaroola
1997,10,24,16.6,Arkaroola
1997,10,25,29.3,Arkaroola
1997,10,26,28.3,Arkaroola
1997,10,27,NA,Arkaroola
1997,10,28,NA,Arkaroola
1997,10,29,NA,Arkaroola
1997,10,30,7.9,Arkaroola
1997,10,31,30.6,Arkaroola
1997,11,01,30.9,Arkaroola
1997,11,02,30,Arkaroola
1997,11,03,30.3,Arkaroola
1997,11,04,30.5,Arkaroola
1997,11,05,31,Arkaroola
1997,11,06,30,Arkaroola
1997,11,07,28,Arkaroola
1997,11,08,28.4,Arkaroola
1997,11,09,19.8,Arkaroola
1997,11,10,29.7,Arkaroola
1997,11,11,21.3,Arkaroola
1997,11,12,28,Arkaroola
1997,11,13,5.3,Arkaroola
1997,11,14,25,Arkaroola
1997,11,15,28.6,Arkaroola
1997,11,16,23,Arkaroola
1997,11,17,23.4,Arkaroola
1997,11,18,32.4,Arkaroola
1997,11,19,32.8,Arkaroola
1997,11,20,32.9,Arkaroola
1997,11,21,32.9,Arkaroola
1997,11,22,32.8,Arkaroola
1997,11,23,29.7,Arkaroola
1997,11,24,32.3,Arkaroola
1997,11,25,30.7,Arkaroola
1997,11,26,32.4,Arkaroola
1997,11,27,18.2,Arkaroola
1997,11,28,NA,Arkaroola
1997,11,29,12.1,Arkaroola
1997,11,30,29.7,Arkaroola
1997,12,01,32.7,Arkaroola
1997,12,02,32.7,Arkaroola
1997,12,03,31.4,Arkaroola
1997,12,04,21.6,Arkaroola
1997,12,05,29,Arkaroola
1997,12,06,19.1,Arkaroola
1997,12,07,20.1,Arkaroola
1997,12,08,19.4,Arkaroola
1997,12,09,27.5,Arkaroola
1997,12,10,NA,Arkaroola
1997,12,11,NA,Arkaroola
1997,12,12,NA,Arkaroola
1997,12,13,NA,Arkaroola
1997,12,14,30.3,Arkaroola
1997,12,15,33.4,Arkaroola
1997,12,16,33.6,Arkaroola
1997,12,17,30.1,Arkaroola
1997,12,18,27.1,Arkaroola
1997,12,19,30.9,Arkaroola
1997,12,20,33.4,Arkaroola
1997,12,21,32.7,Arkaroola
1997,12,22,33.5,Arkaroola
1997,12,23,33.6,Arkaroola
1997,12,24,NA,Arkaroola
1997,12,25,33.3,Arkaroola
1997,12,26,33,Arkaroola
1997,12,27,33.8,Arkaroola
1997,12,28,34.1,Arkaroola
1997,12,29,33.5,Arkaroola
1997,12,30,33.1,Arkaroola
1997,12,31,24.2,Arkaroola
1998,01,01,NA,Arkaroola
1998,01,02,19.3,Arkaroola
1998,01,03,26.5,Arkaroola
1998,01,04,30.5,Arkaroola
1998,01,05,19.3,Arkaroola
1998,01,06,2.3,Arkaroola
1998,01,07,30.1,Arkaroola
1998,01,08,20.2,Arkaroola
1998,01,09,23.7,Arkaroola
1998,01,10,21.1,Arkaroola
1998,01,11,24,Arkaroola
1998,01,12,13.9,Arkaroola
1998,01,13,21.9,Arkaroola
1998,01,14,28.7,Arkaroola
1998,01,15,31.6,Arkaroola
1998,01,16,32.3,Arkaroola
1998,01,17,NA,Arkaroola
1998,01,18,18.5,Arkaroola
1998,01,19,26.2,Arkaroola
1998,01,20,30.5,Arkaroola
1998,01,21,31.9,Arkaroola
1998,01,22,8.6,Arkaroola
1998,01,23,20.8,Arkaroola
1998,01,24,26.8,Arkaroola
1998,01,25,30.4,Arkaroola
1998,01,26,17.5,Arkaroola
1998,01,27,31.3,Arkaroola
1998,01,28,32.3,Arkaroola
1998,01,29,31.5,Arkaroola
1998,01,30,30.3,Arkaroola
1998,01,31,29.6,Arkaroola
1998,02,01,27.9,Arkaroola
1998,02,02,18.7,Arkaroola
1998,02,03,19,Arkaroola
1998,02,04,13.5,Arkaroola
1998,02,05,8.2,Arkaroola
1998,02,06,28.7,Arkaroola
1998,02,07,3.7,Arkaroola
1998,02,08,30.1,Arkaroola
1998,02,09,29.9,Arkaroola
1998,02,10,NA,Arkaroola
1998,02,11,29.9,Arkaroola
1998,02,12,30.5,Arkaroola
1998,02,13,29.4,Arkaroola
1998,02,14,29.7,Arkaroola
1998,02,15,29.2,Arkaroola
1998,02,16,28,Arkaroola
1998,02,17,29.2,Arkaroola
1998,02,18,NA,Arkaroola
1998,02,19,28.9,Arkaroola
1998,02,20,29.2,Arkaroola
1998,02,21,29.7,Arkaroola
1998,02,22,28.6,Arkaroola
1998,02,23,28.2,Arkaroola
1998,02,24,27,Arkaroola
1998,02,25,28.1,Arkaroola
1998,02,26,27.8,Arkaroola
1998,02,27,26.4,Arkaroola
1998,02,28,28,Arkaroola
1998,03,01,28.3,Arkaroola
1998,03,02,28,Arkaroola
1998,03,03,24.6,Arkaroola
1998,03,04,14.1,Arkaroola
1998,03,05,27.3,Arkaroola
1998,03,06,28.1,Arkaroola
1998,03,07,27.7,Arkaroola
1998,03,08,27.8,Arkaroola
1998,03,09,27.5,Arkaroola
1998,03,10,NA,Arkaroola
1998,03,11,26.6,Arkaroola
1998,03,12,26.3,Arkaroola
1998,03,13,25.4,Arkaroola
1998,03,14,21.8,Arkaroola
1998,03,15,10.6,Arkaroola
1998,03,16,24.6,Arkaroola
1998,03,17,25.9,Arkaroola
1998,03,18,25.8,Arkaroola
1998,03,19,25.5,Arkaroola
1998,03,20,25.2,Arkaroola
1998,03,21,24.9,Arkaroola
1998,03,22,24.5,Arkaroola
1998,03,23,18,Arkaroola
1998,03,24,23.1,Arkaroola
1998,03,25,24.5,Arkaroola
1998,03,26,23.9,Arkaroola
1998,03,27,23.7,Arkaroola
1998,03,28,23.4,Arkaroola
1998,03,29,20.1,Arkaroola
1998,03,30,22.6,Arkaroola
1998,03,31,16.8,Arkaroola
1998,04,01,22.2,Arkaroola
1998,04,02,23,Arkaroola
1998,04,03,23.2,Arkaroola
1998,04,04,22.9,Arkaroola
1998,04,05,22.5,Arkaroola
1998,04,06,22.4,Arkaroola
1998,04,07,22,Arkaroola
1998,04,08,9.3,Arkaroola
1998,04,09,17.6,Arkaroola
1998,04,10,18.2,Arkaroola
1998,04,11,7.2,Arkaroola
1998,04,12,11.5,Arkaroola
1998,04,13,15.8,Arkaroola
1998,04,14,19.2,Arkaroola
1998,04,15,20,Arkaroola
1998,04,16,20.3,Arkaroola
1998,04,17,16.2,Arkaroola
1998,04,18,17.6,Arkaroola
1998,04,19,8.2,Arkaroola
1998,04,20,11.8,Arkaroola
1998,04,21,1.9,Arkaroola
1998,04,22,18,Arkaroola
1998,04,23,NA,Arkaroola
1998,04,24,14,Arkaroola
1998,04,25,19,Arkaroola
1998,04,26,18.5,Arkaroola
1998,04,27,18.3,Arkaroola
1998,04,28,16.1,Arkaroola
1998,04,29,16.4,Arkaroola
1998,04,30,16.6,Arkaroola
1998,05,01,12.7,Arkaroola
1998,05,02,17.2,Arkaroola
1998,05,03,17.2,Arkaroola
1998,05,04,16.2,Arkaroola
1998,05,05,16.5,Arkaroola
1998,05,06,16.8,Arkaroola
1998,05,07,13.3,Arkaroola
1998,05,08,16.2,Arkaroola
1998,05,09,16.1,Arkaroola
1998,05,10,15.4,Arkaroola
1998,05,11,8.9,Arkaroola
1998,05,12,6.2,Arkaroola
1998,05,13,5,Arkaroola
1998,05,14,12.3,Arkaroola
1998,05,15,8.4,Arkaroola
1998,05,16,9.1,Arkaroola
1998,05,17,14,Arkaroola
1998,05,18,14.1,Arkaroola
1998,05,19,14.2,Arkaroola
1998,05,20,12.3,Arkaroola
1998,05,21,14.2,Arkaroola
1998,05,22,8.4,Arkaroola
1998,05,23,14.1,Arkaroola
1998,05,24,13.8,Arkaroola
1998,05,25,11.1,Arkaroola
1998,05,26,13.7,Arkaroola
1998,05,27,12.8,Arkaroola
1998,05,28,14,Arkaroola
1998,05,29,13.9,Arkaroola
1998,05,30,4.3,Arkaroola
1998,05,31,11.7,Arkaroola
1998,06,01,11.3,Arkaroola
1998,06,02,11.5,Arkaroola
1998,06,03,13.4,Arkaroola
1998,06,04,13,Arkaroola
1998,06,05,11.8,Arkaroola
1998,06,06,13.5,Arkaroola
1998,06,07,13.6,Arkaroola
1998,06,08,13.7,Arkaroola
1998,06,09,6.4,Arkaroola
1998,06,10,13.2,Arkaroola
1998,06,11,8,Arkaroola
1998,06,12,12.6,Arkaroola
1998,06,13,5,Arkaroola
1998,06,14,12.3,Arkaroola
1998,06,15,12.3,Arkaroola
1998,06,16,8.3,Arkaroola
1998,06,17,13.2,Arkaroola
1998,06,18,12.3,Arkaroola
1998,06,19,4.8,Arkaroola
1998,06,20,4.3,Arkaroola
1998,06,21,9.6,Arkaroola
1998,06,22,9.7,Arkaroola
1998,06,23,12.6,Arkaroola
1998,06,24,12.6,Arkaroola
1998,06,25,11.5,Arkaroola
1998,06,26,11.6,Arkaroola
1998,06,27,13,Arkaroola
1998,06,28,12.9,Arkaroola
1998,06,29,8.4,Arkaroola
1998,06,30,3.5,Arkaroola
1998,07,01,10.6,Arkaroola
1998,07,02,13.2,Arkaroola
1998,07,03,7.2,Arkaroola
1998,07,04,11.3,Arkaroola
1998,07,05,6.1,Arkaroola
1998,07,06,13.1,Arkaroola
1998,07,07,12.2,Arkaroola
1998,07,08,13.5,Arkaroola
1998,07,09,11.1,Arkaroola
1998,07,10,12.7,Arkaroola
1998,07,11,13.4,Arkaroola
1998,07,12,12.3,Arkaroola
1998,07,13,4.2,Arkaroola
1998,07,14,8.1,Arkaroola
1998,07,15,2.1,Arkaroola
1998,07,16,5.4,Arkaroola
1998,07,17,1.1,Arkaroola
1998,07,18,13.2,Arkaroola
1998,07,19,10.5,Arkaroola
1998,07,20,12,Arkaroola
1998,07,21,14.3,Arkaroola
1998,07,22,14.4,Arkaroola
1998,07,23,11.6,Arkaroola
1998,07,24,2.5,Arkaroola
1998,07,25,9.3,Arkaroola
1998,07,26,8.4,Arkaroola
1998,07,27,6.3,Arkaroola
1998,07,28,12.7,Arkaroola
1998,07,29,13,Arkaroola
1998,07,30,15,Arkaroola
1998,07,31,15.9,Arkaroola
1998,08,01,5.4,Arkaroola
1998,08,02,11.8,Arkaroola
1998,08,03,8.4,Arkaroola
1998,08,04,8.8,Arkaroola
1998,08,05,15.1,Arkaroola
1998,08,06,10.5,Arkaroola
1998,08,07,13.5,Arkaroola
1998,08,08,16.4,Arkaroola
1998,08,09,13.3,Arkaroola
1998,08,10,16,Arkaroola
1998,08,11,14,Arkaroola
1998,08,12,16.2,Arkaroola
1998,08,13,17.2,Arkaroola
1998,08,14,12.6,Arkaroola
1998,08,15,10.9,Arkaroola
1998,08,16,17.1,Arkaroola
1998,08,17,9.8,Arkaroola
1998,08,18,18,Arkaroola
1998,08,19,NA,Arkaroola
1998,08,20,2.6,Arkaroola
1998,08,21,18.3,Arkaroola
1998,08,22,18.5,Arkaroola
1998,08,23,19.7,Arkaroola
1998,08,24,20,Arkaroola
1998,08,25,19.8,Arkaroola
1998,08,26,17.1,Arkaroola
1998,08,27,19,Arkaroola
1998,08,28,20.2,Arkaroola
1998,08,29,20.7,Arkaroola
1998,08,30,20.7,Arkaroola
1998,08,31,20.6,Arkaroola
1998,09,01,20.7,Arkaroola
1998,09,02,20.3,Arkaroola
1998,09,03,17.1,Arkaroola
1998,09,04,10,Arkaroola
1998,09,05,13.6,Arkaroola
1998,09,06,21.5,Arkaroola
1998,09,07,21.9,Arkaroola
1998,09,08,22,Arkaroola
1998,09,09,NA,Arkaroola
1998,09,10,NA,Arkaroola
1998,09,11,15.5,Arkaroola
1998,09,12,22.8,Arkaroola
1998,09,13,23,Arkaroola
1998,09,14,5.9,Arkaroola
1998,09,15,23.3,Arkaroola
1998,09,16,23.3,Arkaroola
1998,09,17,23.8,Arkaroola
1998,09,18,21.1,Arkaroola
1998,09,19,16.7,Arkaroola
1998,09,20,15.9,Arkaroola
1998,09,21,20.8,Arkaroola
1998,09,22,6,Arkaroola
1998,09,23,17.2,Arkaroola
1998,09,24,24.4,Arkaroola
1998,09,25,25.3,Arkaroola
1998,09,26,25.2,Arkaroola
1998,09,27,25.7,Arkaroola
1998,09,28,NA,Arkaroola
1998,09,29,25.8,Arkaroola
1998,09,30,25.4,Arkaroola
1998,10,01,25.7,Arkaroola
1998,10,02,24.7,Arkaroola
1998,10,03,25,Arkaroola
1998,10,04,26,Arkaroola
1998,10,05,12.5,Arkaroola
1998,10,06,19.7,Arkaroola
1998,10,07,25,Arkaroola
1998,10,08,16.5,Arkaroola
1998,10,09,17,Arkaroola
1998,10,10,24.3,Arkaroola
1998,10,11,14.5,Arkaroola
1998,10,12,24.5,Arkaroola
1998,10,13,28.1,Arkaroola
1998,10,14,25,Arkaroola
1998,10,15,24.4,Arkaroola
1998,10,16,27.4,Arkaroola
1998,10,17,27.3,Arkaroola
1998,10,18,17.7,Arkaroola
1998,10,19,13.9,Arkaroola
1998,10,20,29,Arkaroola
1998,10,21,29.3,Arkaroola
1998,10,22,29.3,Arkaroola
1998,10,23,27.9,Arkaroola
1998,10,24,28.4,Arkaroola
1998,10,25,13.1,Arkaroola
1998,10,26,24.3,Arkaroola
1998,10,27,30.1,Arkaroola
1998,10,28,25.7,Arkaroola
1998,10,29,4,Arkaroola
1998,10,30,20.2,Arkaroola
1998,10,31,30.4,Arkaroola
1998,11,01,31.2,Arkaroola
1998,11,02,30.1,Arkaroola
1998,11,03,28.4,Arkaroola
1998,11,04,24.4,Arkaroola
1998,11,05,14.3,Arkaroola
1998,11,06,28.1,Arkaroola
1998,11,07,17.5,Arkaroola
1998,11,08,30.8,Arkaroola
1998,11,09,29.7,Arkaroola
1998,11,10,1.7,Arkaroola
1998,11,11,18.4,Arkaroola
1998,11,12,16.3,Arkaroola
1998,11,13,30.9,Arkaroola
1998,11,14,31.3,Arkaroola
1998,11,15,31.6,Arkaroola
1998,11,16,32.1,Arkaroola
1998,11,17,NA,Arkaroola
1998,11,18,30.2,Arkaroola
1998,11,19,23.7,Arkaroola
1998,11,20,31.9,Arkaroola
1998,11,21,29.7,Arkaroola
1998,11,22,29.2,Arkaroola
1998,11,23,24.2,Arkaroola
1998,11,24,24.9,Arkaroola
1998,11,25,29.8,Arkaroola
1998,11,26,31.2,Arkaroola
1998,11,27,14.3,Arkaroola
1998,11,28,34,Arkaroola
1998,11,29,30.8,Arkaroola
1998,11,30,33.6,Arkaroola
1998,12,01,33.3,Arkaroola
1998,12,02,29.9,Arkaroola
1998,12,03,27.8,Arkaroola
1998,12,04,32.8,Arkaroola
1998,12,05,33.7,Arkaroola
1998,12,06,33.3,Arkaroola
1998,12,07,20,Arkaroola
1998,12,08,NA,Arkaroola
1998,12,09,33.5,Arkaroola
1998,12,10,31.9,Arkaroola
1998,12,11,30.2,Arkaroola
1998,12,12,28.9,Arkaroola
1998,12,13,21.5,Arkaroola
1998,12,14,14.6,Arkaroola
1998,12,15,33.4,Arkaroola
1998,12,16,34,Arkaroola
1998,12,17,29.6,Arkaroola
1998,12,18,32.8,Arkaroola
1998,12,19,32,Arkaroola
1998,12,20,28.3,Arkaroola
1998,12,21,34.4,Arkaroola
1998,12,22,33.4,Arkaroola
1998,12,23,34.6,Arkaroola
1998,12,24,34.3,Arkaroola
1998,12,25,31.7,Arkaroola
1998,12,26,34,Arkaroola
1998,12,27,30.6,Arkaroola
1998,12,28,19.8,Arkaroola
1998,12,29,34.2,Arkaroola
1998,12,30,33.5,Arkaroola
1998,12,31,33.5,Arkaroola
1999,01,01,NA,Arkaroola
1999,01,02,32.8,Arkaroola
1999,01,03,32.7,Arkaroola
1999,01,04,33.1,Arkaroola
1999,01,05,28.9,Arkaroola
1999,01,06,29.2,Arkaroola
1999,01,07,29.6,Arkaroola
1999,01,08,23.8,Arkaroola
1999,01,09,26.3,Arkaroola
1999,01,10,29.6,Arkaroola
1999,01,11,11.9,Arkaroola
1999,01,12,30.7,Arkaroola
1999,01,13,32.7,Arkaroola
1999,01,14,33.2,Arkaroola
1999,01,15,31.6,Arkaroola
1999,01,16,31.6,Arkaroola
1999,01,17,32.1,Arkaroola
1999,01,18,26.7,Arkaroola
1999,01,19,19.8,Arkaroola
1999,01,20,30.1,Arkaroola
1999,01,21,NA,Arkaroola
1999,01,22,NA,Arkaroola
1999,01,23,32.7,Arkaroola
1999,01,24,32.2,Arkaroola
1999,01,25,NA,Arkaroola
1999,01,26,31.6,Arkaroola
1999,01,27,27.4,Arkaroola
1999,01,28,23.1,Arkaroola
1999,01,29,27.9,Arkaroola
1999,01,30,28,Arkaroola
1999,01,31,14.3,Arkaroola
1999,02,01,30.8,Arkaroola
1999,02,02,27.2,Arkaroola
1999,02,03,8.1,Arkaroola
1999,02,04,30.8,Arkaroola
1999,02,05,30.9,Arkaroola
1999,02,06,11.8,Arkaroola
1999,02,07,31.4,Arkaroola
1999,02,08,31.6,Arkaroola
1999,02,09,21.2,Arkaroola
1999,02,10,22.8,Arkaroola
1999,02,11,25.1,Arkaroola
1999,02,12,14.5,Arkaroola
1999,02,13,29.5,Arkaroola
1999,02,14,28.4,Arkaroola
1999,02,15,20.1,Arkaroola
1999,02,16,29,Arkaroola
1999,02,17,30.6,Arkaroola
1999,02,18,29.8,Arkaroola
1999,02,19,30.3,Arkaroola
1999,02,20,30.3,Arkaroola
1999,02,21,28.7,Arkaroola
1999,02,22,NA,Arkaroola
1999,02,23,5.1,Arkaroola
1999,02,24,28.4,Arkaroola
1999,02,25,27,Arkaroola
1999,02,26,27,Arkaroola
1999,02,27,26.4,Arkaroola
1999,02,28,27.5,Arkaroola
1999,03,01,24.1,Arkaroola
1999,03,02,16.4,Arkaroola
1999,03,03,27.7,Arkaroola
1999,03,04,21,Arkaroola
1999,03,05,22.5,Arkaroola
1999,03,06,25.4,Arkaroola
1999,03,07,16.2,Arkaroola
1999,03,08,23.4,Arkaroola
1999,03,09,24.9,Arkaroola
1999,03,10,26.2,Arkaroola
1999,03,11,24.6,Arkaroola
1999,03,12,11.2,Arkaroola
1999,03,13,24.9,Arkaroola
1999,03,14,25.8,Arkaroola
1999,03,15,25,Arkaroola
1999,03,16,23.1,Arkaroola
1999,03,17,16.4,Arkaroola
1999,03,18,14.4,Arkaroola
1999,03,19,20.5,Arkaroola
1999,03,20,18.5,Arkaroola
1999,03,21,8.2,Arkaroola
1999,03,22,19.4,Arkaroola
1999,03,23,24.5,Arkaroola
1999,03,24,NA,Arkaroola
1999,03,25,16.4,Arkaroola
1999,03,26,20.1,Arkaroola
1999,03,27,12.2,Arkaroola
1999,03,28,23.5,Arkaroola
1999,03,29,23.6,Arkaroola
1999,03,30,23.2,Arkaroola
1999,03,31,9.4,Arkaroola
1999,04,01,21.4,Arkaroola
1999,04,02,22.4,Arkaroola
1999,04,03,21.4,Arkaroola
1999,04,04,15.8,Arkaroola
1999,04,05,22.2,Arkaroola
1999,04,06,21.9,Arkaroola
1999,04,07,13,Arkaroola
1999,04,08,18.8,Arkaroola
1999,04,09,21.8,Arkaroola
1999,04,10,20.4,Arkaroola
1999,04,11,19.6,Arkaroola
1999,04,12,20.8,Arkaroola
1999,04,13,19.9,Arkaroola
1999,04,14,19.6,Arkaroola
1999,04,15,20,Arkaroola
